policy_id,state_name,state_code,policy_name,summary,policy_type,program_category,published,websiteurl,start_date_text,start_year
100,Delaware,DE,Technology and Demonstration Grants,"The Technology and Demonstration Program provides grants to projects thatdemonstrate the market potential for renewable technologies and accelerate thecommercialization of these technologies in Delaware. These grants are fundedby the Delaware public benefits program, the Green Energy Fund, which wasestablished in 1999 and amended in 2003 to outline three renewable energyprograms, including the Technology and Demonstration Program. Novel orunconventional energy efficiency technologies are also eligible for fundingunder this program, subject to certain limitations.    Individual grants awarded under Green Energy Fund's Technology DemonstrationProgram generally shall not exceed 25% of the cost of the eligible equipmentfor a renewable energy technology project and may not exceed $200,000 perproject. (Grant limits are different for passive solar projects and biodieselmanufacturing facilities). The total of all Technology Demonstration grantsshall not exceed 25% of all revenue collected for the Green Energy Fund duringthe previous fiscal year or 25% of the fund balance whichever is greater. Tobe eligible for consideration, a project must demonstrate either a noveltechnology or a novel application of an available technology. Projects mustinclude a public education component, such as integration into an educationalprogram or location at a facility that allows public tours of the installedrenewable energy technology.    All projects must meet code compliance and obtain relevant permits as outlinedin Section 6.1.2 and 6.1.3 under the authority of 29 Delaware Code, Section8051(d). Grid connected projects must adhere to the IEEE-929 recommendedpractices and applicable utility interconnection standards. All inverters mustmeet UL-1741 certification standards.    Project proposals will be accepted on a biannual basis. Applicants for theTechnology Demonstration Program must submit six copies of the proposal andsupporting documentation and receive approval prior to beginning the project.See the Regulations Governing the Green Energy Program (CDR § 7-100-104) formore information on the application process.",Grant Program,Financial Incentive,0,NA,NA,NA
101,Delaware,DE,Research and Development Grants,"The Delaware Green Energy Fund's Research and Development Program offersgrants to projects that develop or improve renewable energy technology in thestate. The Delaware Department of Natural Resources and Environmental Controlwill accept proposals for program grants for qualifying projects that improvethe engineering, adaptation or development of products or processes thatdirectly relate to renewable energy technology. These grants are funded byDelaware's public benefits program, the Green Energy Fund, which wasestablished in 1999 and focuses on three renewable-energy programs, includingthe Research and Development Program.Delaware Research and Development Program grants are available to applicantslocated within the state for projects conducted in the state. Subject toavailability of funds, the Research and Development Program offers grants upto 35% of the cost of qualifying projects and may not exceed $250,000 perproject. Permissible costs associated with qualifying programs are limited tolabor, overhead expenditures, equipment, materials and subcontractors incurredduring the performance of the contract.Proposals are accepted on a bi-annual basis. The total of all grants awardedin any one fiscal year may not exceed 10% of all revenue collected for theGreen Energy Fund during the previous fiscal year or 10% of the fund balancewhichever is greater. Multi-year projects submitting proposals shall notexceed 50% of the total annual funds in the Research and Development Program.Grants should be projects that improve the engineering adaptation, ordevelopment of products that directly relate to renewable energy technology.See the Green Energy Fund Regulations for detailed requirements for qualifyingprojects and the application process.",Grant Program,Financial Incentive,0,NA,NA,NA
105,District of Columbia,DC,Net Metering,"**Eligibility:**  In the District of Columbia (DC), net metering is currently available toresidential and commercial customer-generators with systems powered byrenewable-energy sources, combined heat and power (CHP), fuel cells andmicroturbines. Effective January 1, 2021, systems must be sized to provide nomore than 140% of the customer's historical 12-month usage. This limit willincrease by 20 percentage points annually until 2024 when systems can be sizedto provide no more than 200% of the customer's historical 12-month usage. Theterm ""renewable energy sources"" is defined as solar, wind, tidal, geothermal,biomass, hydroelectric facilities, and digester gas.  **Net Excess Generation:**The District's net-metering rules specify that metering equipment must becapable of measuring the flow of electricity in two directions. Utilities arenot prohibited from installing an additional meter on the facilities ofeligible customer-generators, but utilities that choose to do so must pay forthe added cost of the second meter and/or other necessary equipment. Forsystems 100 kW or smaller, NEG is credited to the customer's next bill at thefull retail rate, which includes generation, transmission, and distributioncomponents. Credits for NEG are expressed as a dollar value on the customer'sbill and may be carried forward indefinitely. Any NEG remaining in Decemberwill be compensated at the generation rate only. Systems larger than 100 kWwill be credited monthly at the generation rate.Utilities (i.e., Pepco) must offer a standard net-metering contract approvedby the PSC. The District's net metering rules also contain sections addressingnet metering for customers of competitive electricity suppliers. The rules forcrediting NEG are essentially the same as those used for customer-generatorsthat receive standard offer service, but it should be noted that competitivesuppliers are not required to offer net metering if they do not choose to doso.**Virtual Net Metering:**The Community Renewable Energy Amendment Act of 2013 (DC Bill 20-0057) wasenacted on December 2013 which provides homeowners and renters with the optionto purchase locally produced renewable power from authorized communityrenewable energy facilities (CREFs). Subscribers to CREFs can have up to 120%of their historical total monthly electric demand credited towards theirelectric bill via the net-metering of newly created “CREF credits.” The valueof “CREF credits” is calculated by multiplying the number of kilowattsallocated to the subscriber by the “CREF credit rate.” Excess credits carryover to the subscriber’s next bill. CREF generation sites can be built, owned,and operated by third parties, must have a capacity of less than 5 megawatts,must have at least 2 subscribers, and can add subscribers on a quarterlybasis. If the CERF is not fully subscribed, the PEPCO as the Standard OfferService (SOS) Administrator will purchase the unsubscribed electricity at thePJM Locational Marginal Price.In August 18, the Council enacted Community Renewable Energy Credit Rate(CREF) Clarification Amendment Act of 2016 which amended the CREF Credit rate.In February 2017, the PSC approved PEPCO's CREF's Procedural Manual, whichexplains how the monthly community net metering credits will be calculated.PEPCO's website includes more information on community energy in the District.  _*In June 2008, the DC PSC clarified that Pepco (PSC Order No. 14840) mustaward net-metered customers credit at the utility's full retail rate for theelectricity they generate during a billing cycle. This provision remains inthe current rules for systems of 100 kW or less._",Net Metering,Regulatory Policy,1,https://www.pepco.com/SmartEnergy/MyGreenPowerConnection/Pages/GettingStarted.aspx,NA,2000
107,Rhode Island,RI,Residential Solar Energy Property Tax Reduction,"** _NOTE: H.B. 8354 enacted on July 2016 included provision that exemptedqualifying renewable energy equipment used in residential and manufacturingsector to be exempt from property taxes throughout the state, therebysuperseding the reduction in solar energy property tax assessment provision.Renewable energy equipment used in commercial facilities are not included inthe exemption._**Rhode Island law provides that for purposes of local municipal property taxassessment, certain residential solar-energy systems may not be assessed atmore than the value of a conventional heating system, a conventional water-heating system, or energy production capacity that otherwise could benecessary to install in a building. Qualifying systems include photovoltaic(PV) systems, solar hot-water systems and active solar space-heating systems.Equipment must be new. (Passive solar systems, and systems installed on boatsor vehicles do not qualify.)",Property Tax Incentive,Financial Incentive,0,http://www.energy.ri.gov/renewable/tax/,NA,2001
108,District of Columbia,DC,Sustainable Energy Trust Fund,"The District of Columbia's Retail Electric Competition and Consumer ProtectionAct of 1999 required the DC Public Service Commission (PSC) to establish apublic benefits fund to provide energy assistance to low-income residents, andto support energy-efficiency programs and renewable-energy programs. Thisfund, known as the Reliable Energy Trust Fund (RETF), took effect in 2001. InOctober 2008, the District of Columbia enacted the Clean and Affordable EnergyAct (CAEA), which effectively eliminated the RETF and replaced it with theSustainable Energy Trust Fund (SETF). This program is administered by thethird-party DC Sustainable Energy Utility (DCSEU) which develops, coordinates,and provides programs for promoting the sustainable use of energy in theDistrict of Columbia. Since 2011, DCSEU has saved residents $1.2 billion inenergy, invested over fifty million in low-income communities, and prevented6.2 million tons of greenhouse gases. For more information on the DCSEU'ssuccess visit here. **Funding**  The SETF is financed by a non-bypassable surcharge on the electric and naturalgas bills of utility customers who are not Residential Aid Discount (RAD) orResidential Essential Service (RES) customers. The surcharge for natural gascustomers is calculated on a per term basis and is assessed at $0.011 inFiscal Year (FY) 2009, $0.012 in FY 2010, and $0.014 in FY 2012 and eachsubsequent year. The surcharge for electric customers is calculated on a per-kilowatt-hour basis and is assessed at $0.0011 in FY 2009, $0.0013 in FY 2010and $0.0015 in FY 2011 and each subsequent year. The October 2008 legislationalso established a separate Energy Assistance Trust Fund (EATF). The EATFcollects a surcharge of $0.006/term from natural gas sales. It collects$0.0000607/kWh from electric sales in general, plus an additional assessment$0.00069/kWh for June - September 2010. Electricity collections were formerlyset at $0.0004/kWh, but the law regarding the EATF surcharge was amended in2010.The 2020 annual budget amounted to just under twenty million dollars, anyunused funding will carry over to the following year. Notable expendituresinclude $2.4M to low-income multifamily projects, $814,000 in energy rebatesto businesses, $1.1M to workforce development, and $4.4M to custom commercialrenovations and installations.**Programs**  In the past, the RETF program supported weatherization measures; appliancereplacements for low-income residents; RAD extension; LIHEAP expansion andeducation; energy efficiency for small businesses, institutions and nonprofits; ENERGY STAR appliance and lighting rebates, home energy ratings andloan promotions, public education and outreach, distributed generation and netmetering; and renewable-energy demonstration projects. The program websitelisted at the top of this page contains a detailed history of the RETF/SETF. **Legislation**Per DC Code § 8-1774.01, the Mayor, through the District Department of theEnvironment (DDOE), is charged to contract with a Sustainable Energy Utility\-- the DCSEU -- to conduct sustainable energy programs on behalf of DC. InMarch of 2011, the SEU contract, which is designed to administer sustainableenergy programs in the District, was awarded by the DC Council to VermontEnergy Investment Corporation (VEIC), a non-profit organization. VEIC haspartnered with dozens of local organizations to implement the program, withVEIC principally responsible for program-design and management. In the firstyear of the contract, VEIC is required to implement energy-saving measures inlow-income multifamily homes, to arrange for energy-saving installations incommercial buildings, and to create green jobs, among many other initiatives.VEIC operates a similar program in Vermont and also has helped set up programsin Oregon, Delaware, and Maine. An annual independent review of theperformance of the SEU is to be conducted beginning in FY2012, under §8-1774.05(k) of the D.C. Code.",Public Benefits Fund,Regulatory Policy,1,https://www.dcseu.com/about,NA,NA
110,Rhode Island,RI,Renewable Energy Sales Tax Refund,"The Rhode Island Division of Taxation offers a sales-tax refund (7%) forqualifying residential renewable-energy systems. Eligible technologies includephotovoltaics, solar hot water, solar space heating and wind-energy systems.To receive the refund, the purchaser must complete a form at the time ofpurchase and submit it to the Division of Taxation. The form, prescribed bythe tax administrator, requires purchasers to list the relevant articlespurchased, the names and addresses of the vendor and purchaser, and theaddress of the building where the qualifying renewable-energy system isinstalled. A systems certification by the Rhode Island State Energy Office isalso required.",Sales Tax Incentive,Financial Incentive,0,http://www.green-e.org/RI/Incentives.htm,1/1/01,2001
124,Nevada,NV,NV Energy - Clean Energy Incentive Program,"The SolarGenerations Rebate Program was established in 2003 as a result of AB431 (""the Solar Energy Systems Demonstration Program"") and began acceptingapplications in August 2004. The program was subsequently amended numeroustimes and rebates are now available for grid-connected photovoltaic (PV) andsmall wind systems installed on residences, small businesses, largecommercial/industrial facilities, public buildings, low-income housing, non-profits and schools; and small hydroelectric systems installed at grid-connected agricultural sites and tribal entities. Participants must be currentNevada customers of NV Energy to participate.  **Solar Incentives**Customers may install PV systems sized to meet 100% of their annual energyneeds up to a maximum of 500 kilowatts (kW). Systems 25 kW and smaller willreceive an Up-Front Incentive (UFI) based on the system's size. The incentivepayment may not exceed 50% of the average installation cost per watt of 25 kWand smaller solar systems installed in the Solar Incentive Program in thequarter prior to application. This average is published quarterly by NV Energyon the Solar Incentive Program website. Systems larger than 25 kW will receivea Performance Based Incentive (PBI), paid quarterly for five years, based onthe actual electricity produced by the system.**Solar Incentives Incentives as of 3/27/19**Category |  Incentive Rate/Status  ---|---  Residential/Commercial/Industrial (25 kW or smaller) |  $0.20 / watt-AC  Low Income/Nonprofit/Public Entity (25 kW or smaller) |  $0.45 / watt-AC  Residential/Commercial/Industrial (greater than 25 kW) | $0.0250 / kWh  Low Income/Nonprofit/Public Entity (greater than 25 kW) |  $0.0550 / kWh    **Wind Incentives**Customers may install wind systems sized to meet 100% of their annual energyneeds up to a maximum of 500 kilowatts (kW). Incentives are paid quarterly forup to five years based on the actual electricity produced by the system.**Wind Incentives Incentives as of 3/27/19**Category |  Incentive Rate/Status  ---|---  Residential/Commercial/Industrial |  $0.040 / kWh  Low Income/Nonprofit/Public Entity  |  $0.080 / kWh      **Hydro Incentives**  Agricultural and Tribal customers may install microhydro systems sized to meet100% of their annual energy needs up to a maximum of 500 kilowatts (kW).Incentives are based on system size.  **Wind Incentives as of 3/27/19**Category |  Incentive Rate/Status  ---|---  Residential/Commercial/Industrial |  $0.040 / kWh  Low Income/Nonprofit/Public Entity  |  $0.080 / kWh    Incentive amounts will decline over time as certain participation levels aremet. NV Energy takes ownership of the renewable energy credits (RECs)associated with the electricity produced by a customer’s PV, wind or smallhydro system. The RECs count towards the utility's' goals under Nevada'srenewable portfolio standards (RPS).",Rebate Program,Financial Incentive,1,http://www.Nvenergy.com/renewablegenerations,NA,NA
128,Connecticut,CT,Alternative Fueled Vehicle Incremental Cost Credit,"Connecticut offers a corporate business tax credit in the amount of 10% of theincremental cost of alternative fuel vehicle. For example, a vehicle normallypriced at $15,000 that costs $20,000 due to added alternative fuel features,would be eligible for a credit of $500 ($5,000 x 10%). This credit isallowable for vehicles powered exclusively by natural gas, propane, orelectricity. There is no limit to the total amount of the credit, which ifgreater than the total amount of taxes due in one year, may be carried forwardfor up to three years.",Corporate Tax Credit,Financial Incentive,0,NA,NA,NA
129,Connecticut,CT,Alternative Fueled Vehicle Charging Station Credit,"This law allows a credit toward the corporate income tax in the amount of 50%of the cost of: 1) cost of construction of filling stations or improvements toexisting stations which allow that station to provide CNG, LNG, or LPG(propane); 2) equipment used to convert vehicles to run exclusively on one ofthese fuels or electricity, or on one of these fuels and some other fuel; and3) equipment used in a CNG, LNG, or LPG filling station, or an electricrecharging station, for vehicles powered by a clean alternative fuel. Cleanalternative fuel is defined to mean CNG, LNG, LPG or electricity. There is nolimit to the total amount of the credit, which if greater than the totalamount of taxes due in one year, may be carried forward for up to three years.The credit applies to income years beginning after January 1, 1994 and priorto January 1, 2001. Connecticut also offers sales tax exemptions for theequipment listed above.",Corporate Tax Credit,Financial Incentive,0,NA,NA,NA
130,Oregon,OR,Ashland Electric Utility - Bright Way to Heat Water Rebate,"The City of Ashland Conservation Division offers a solar water heating programto its residential electric customers who currently use an electric waterheater. Under ""The Bright Way to Heat Water Program,"" qualified home ownersmay choose either the cash rebate or a zero-interest loan. Cash rebates of upto $1,000 are available for approved systems. The rebate amount is calculatedas $0.40 times the estimated annual kilowatt-hour (kWh) savings (the OregonDepartment of Energy provides the estimates for approved systems). Interestedcustomers are provided site evaluations, consumer education, information aboutavailable solar systems, and the names of qualified contractors.",Rebate Program,Financial Incentive,0,http://www.ashland.or.us/Page.asp?NavID=14015,NA,NA
132,Oregon,OR,Ashland Electric Utility - Solar Water Heater Loan,"The City of Ashland Conservation Division offers a solar water heating programto residential electric customers who currently use an electric water heater.Under this program, qualified home owners may take advantage of the City'szero-interest loan program or a cash rebate up to $1,000. Interested customersare provided site evaluations, consumer education, information about availablesolar systems, and names of qualified contractors.",Loan Program,Financial Incentive,0,http://www.ashland.or.us/Page.asp?NavID=14015,NA,NA
134,South Carolina,SC,Public Building Solar Initiative,"The South Carolina Energy Office created the Public Building Solar Initiativeto demonstrate solar water heating technical and economic efficiency in publicfacilities. State agencies, colleges and universities, public schooldistricts, local governments and non-profit organizations are eligible.Projects must demonstrate the cost-effectiveness of solar water heating in oneof the following types of facilities:  * Publicly-owned residence;   * Facility with kitchen hot water needs;   * Facility with shower and bath hot water needs;   * Facility with laundry hot water needs; and   * Facility with swimming pool needs. A minimum of $80,000 has been allocated for this program. Grants will beawarded for 75% of the cost of designing and installing a solar water heatingsystem, and for purchasing a 5-year service contract. The maximum grant awardis $25,000. Applicants must document a projected energy cost savings paybackof eight years or less. Grant applications will be considered for funding onthe basis of the quality of documentation supporting the grant application,project viability, technical merit, projected payback from cost savings andtimeliness of projected project completion. South Carolina Energy Office staffwill provide consultation to familiarize grantees with grant procedures and toaddress any questions or concerns the grantees may have about the process. TheEnergy Office also will provide information regarding solar dealers andinstallers operating in South Carolina. Application forms and instructions areavailable at the program web site. Grantees will receive notification ofawards by close of business February 15, 2005. The following grants wereawarded in April 2004:  * The University of South Carolina, Aiken received the maximum grant award of $25,000 for installation of an indoor swimming pool at USC-Aiken Natatorium, and provided $14,525 in cost share.   * The Citadel received the maximum grant award of $25,000 for installation of a solar water heating system on Dunnemann Apartments, and provided $10,000 in cost share.",Grant Program,Financial Incentive,0,http://www.state.sc.us/energy/Renewable%20energy/solar_grant.htm,NA,NA
